Date,Close
2016-09-12,39.318
2016-09-13,38.603
2016-09-14,38.662
2016-09-15,39.246
2016-09-16,38.715
2016-09-20,39.36
2016-09-21,39.89
2016-09-22,40.596
2016-09-23,40.259
2016-09-26,39.658
2016-09-27,39.41
2016-09-28,39.835
2016-09-29,40.104
2016-09-30,40.283
2016-10-04,39.823
2016-10-05,40.039
2016-10-06,40.03
2016-10-07,40.114
2016-10-10,40.114
2016-10-11,39.785
2016-10-12,39.847
2016-10-13,39.698
2016-10-14,39.896
2016-10-17,39.926
2016-10-18,40.591
2016-10-19,41.048
2016-10-20,40.782
2016-10-21,41.524
2016-10-24,41.613
2016-10-25,42.175
2016-10-26,41.454
2016-10-27,41.537
2016-10-28,41.232
2016-10-31,41.375
2016-11-01,40.68
2016-11-02,40.323
2016-11-03,40.315
2016-11-04,40.264
2016-11-07,40.764
2016-11-08,41.296
2016-11-09,41.137
2016-11-10,40.253
2016-11-11,38.804
2016-11-14,38.214
2016-11-15,39.092
2016-11-16,38.812
2016-11-17,38.848
2016-11-18,39.25
2016-11-21,39.865
2016-11-22,40.615
2016-11-23,40.492
2016-11-25,40.445
2016-11-28,40.742
2016-11-29,40.248
2016-11-30,40.383
2016-12-01,39.459
2016-12-02,39.519
2016-12-05,39.829
2016-12-06,40.372
2016-12-07,40.546
2016-12-08,40.502
2016-12-09,40.381
2016-12-12,40.164
2016-12-13,40.531
2016-12-14,39.748
2016-12-15,39.827
2016-12-16,39.37
2016-12-19,38.824
2016-12-20,39.082
2016-12-21,39.36
2016-12-22,39.251
2016-12-23,39.499
2016-12-27,39.628
2016-12-28,40.385
2016-12-29,39.956
2016-12-30,39.916
2017-01-03,40.976
2017-01-04,41.685
2017-01-05,42.132
2017-01-06,41.991
2017-01-09,42.142
2017-01-10,42.544
2017-01-11,43.115
2017-01-12,43.085
2017-01-13,43.137
2017-01-17,43.483
2017-01-18,43.165
2017-01-19,43.14
2017-01-20,43.424
2017-01-23,44.174
2017-01-24,43.84
2017-01-25,44.556
2017-01-26,44.177
2017-01-27,44.036
2017-01-30,43.652
2017-01-31,43.93
2017-02-01,44.168
2017-02-02,44.705
2017-02-03,44.665
2017-02-06,44.327
2017-02-07,43.93
2017-02-08,44.079
2017-02-09,44.04
2017-02-10,44.778
2017-02-13,45.321
2017-02-14,45.152
2017-02-15,45.48
2017-02-16,45.48
2017-02-17,45.132
2017-02-21,45.748
2017-02-22,45.827
2017-02-23,45.519
2017-02-24,44.754
2017-02-27,44.864
2017-02-28,44.615
2017-03-01,45.718
2017-03-02,45.033
2017-03-03,45.649
2017-03-06,45.241
2017-03-07,45.023
2017-03-08,44.437
2017-03-09,43.954
2017-03-10,44.511
2017-03-13,45.013
2017-03-14,44.595
2017-03-15,45.514
2017-03-16,45.867
2017-03-17,45.688
2017-03-20,46.165
2017-03-21,45.599
2017-03-22,45.728
2017-03-23,45.817
2017-03-24,46.294
2017-03-27,45.952
2017-03-28,46.175
2017-03-29,46.563
2017-03-30,46.56
2017-03-31,46.404
2017-04-03,46.394
2017-04-04,46.741
2017-04-05,46.314
2017-04-06,46.337
2017-04-07,46.294
2017-04-10,46.274
2017-04-11,45.996
2017-04-12,45.778
2017-04-13,45.46
2017-04-17,46.145
2017-04-18,45.827
2017-04-19,45.519
2017-04-20,46.006
2017-04-21,46.096
2017-04-24,46.999
2017-04-25,47.586
2017-04-26,47.188
2017-04-27,46.751
2017-04-28,47.029
2017-05-01,47.029
2017-05-02,47.526
2017-05-03,47.407
2017-05-04,47.059
2017-05-05,47.496
2017-05-08,47.486
2017-05-09,47.506
2017-05-10,48.172
2017-05-11,48.39
2017-05-12,48.519
2017-05-15,48.837
2017-05-16,49.473
2017-05-17,48.033
2017-05-18,46.026
2017-05-19,47.208
2017-05-22,47.01
2017-05-23,47.178
2017-05-24,47.268
2017-05-25,47.347
2017-05-26,47.695
2017-05-30,47.268
2017-05-31,47.149
2017-06-01,47.467
2017-06-02,47.715
2017-06-05,47.725
2017-06-06,47.635
2017-06-07,48.222
2017-06-08,47.715
2017-06-09,47.178
2017-06-12,46.68
2017-06-13,46.9
2017-06-14,46.34
2017-06-15,45.947
2017-06-16,46.413
2017-06-19,47.169
2017-06-20,46.394
2017-06-21,45.724
2017-06-22,46.03
2017-06-23,45.948
2017-06-26,46.1961
2017-06-27,46.055
2017-06-28,46.7006
2017-06-29,46.2247
2017-06-30,46.7
2017-07-03,47.01
2017-07-05,47.12
2017-07-06,46.805
2017-07-07,47.0344
2017-07-10,47.44
2017-07-11,47.469
2017-07-12,48.3873
2017-07-13,48.38
2017-07-14,48.93
2017-07-17,48.92
2017-07-18,49.15
2017-07-19,49.27
2017-07-20,49.33
2017-07-21,49.45
2017-07-24,49.87
2017-07-25,49.51
2017-07-26,49.71
2017-07-27,48.9984
2017-07-28,49.38
2017-07-31,49.42
2017-08-01,49.8
2017-08-02,49.5443
2017-08-03,49.81
2017-08-04,49.99
2017-08-07,50.6747
2017-08-08,50.2499
2017-08-09,50.0372
2017-08-10,48.9756
2017-08-11,49.22
2017-08-14,50.9
2017-08-15,50.66
2017-08-16,51.33
2017-08-17,50.73
2017-08-18,51.1
2017-08-21,51.25
2017-08-22,51.77
2017-08-23,51.84
2017-08-24,51.96
2017-08-25,51.5778
2017-08-28,51.75
2017-08-29,51.78
2017-08-30,52.2999
2017-08-31,52.51
2017-09-01,53.23
2017-09-05,52.73
2017-09-06,53.13
2017-09-07,53.91
2017-09-08,53.48
2017-09-11,54.24
2017-09-12,54.45
2017-09-13,54.6
2017-09-14,54.53
2017-09-15,54.78
2017-09-18,55.01
2017-09-19,55.56
2017-09-20,55.37
2017-09-21,55.4599
2017-09-22,55.5183
2017-09-25,54.0618
2017-09-26,54.16
2017-09-27,54.71
2017-09-28,55.02
2017-09-29,55.6
2017-10-02,55.75
2017-10-03,56.53
2017-10-04,56.57
2017-10-05,56.59
2017-10-06,56.71
2017-10-09,56.71
2017-10-10,56.94
2017-10-11,56.76
2017-10-12,56.895
2017-10-13,57.3
2017-10-16,57.63
2017-10-17,57.06
2017-10-18,57.2
2017-10-19,56.91
2017-10-20,57.35
2017-10-23,57.9
2017-10-24,58.43
2017-10-25,57.8
2017-10-26,57.05
2017-10-27,57.19
2017-10-30,57.13
2017-10-31,57.5
2017-11-01,57.46
2017-11-02,57.09
2017-11-03,57.14
2017-11-06,57.65
2017-11-07,57.285
2017-11-08,57.49
2017-11-09,56.9265
2017-11-10,56.4
